"Tick","numOfCustShowUps","numOfCharges","numOfDeadBatteries","numOfCustDel","numOfCustPickUps"
"1799000","49","0","0","0","1"
"1800000","49","0","0","0","1"
"1801000","49","0","0","0","1"
"1802000","49","0","0","0","1"
"1803000","49","0","0","0","1"
"1804000","49","0","0","0","1"
"1805000","49","0","0","0","1"
"1806000","49","0","0","0","1"
"1807000","49","0","0","0","1"
"1808000","49","0","0","0","1"
"1809000","49","0","0","0","1"
"1810000","49","0","0","0","1"
"1811000","49","0","0","0","1"
"1812000","49","0","0","0","1"
"1813000","49","0","0","0","1"
"1814000","49","0","0","0","1"
"1815000","49","0","0","0","1"
"1816000","49","0","0","0","1"
"1817000","49","0","0","0","1"
"1818000","49","0","0","0","1"
"1819000","49","0","0","0","1"
"1820000","49","0","0","0","1"
"1821000","49","0","0","0","1"
"1822000","49","0","0","0","1"
"1823000","49","0","0","0","1"
"1824000","49","0","0","0","1"
"1825000","49","0","0","0","1"
"1826000","49","0","0","0","1"
"1827000","49","0","0","0","1"
"1828000","49","0","0","0","1"
"1829000","49","0","0","0","1"
"1830000","49","0","0","0","1"
"1831000","49","0","0","0","1"
"1832000","49","0","0","0","1"
"1833000","49","0","0","0","1"
"1834000","49","0","0","0","1"
"1835000","49","0","0","0","1"
"1836000","49","0","0","0","1"
"1837000","49","0","0","0","1"
"1838000","49","0","0","0","1"
"1839000","49","0","0","0","1"
"1840000","49","0","0","0","1"
"1841000","49","0","0","0","1"
"1842000","49","0","0","0","1"
"1843000","49","0","0","0","1"
"1844000","49","0","0","0","1"
"1845000","49","0","0","0","1"
"1846000","49","0","0","0","1"
"1847000","49","0","0","0","1"
"1848000","49","0","0","0","1"
"1849000","49","0","0","0","1"
"1850000","49","0","0","0","1"
"1851000","49","0","0","0","1"
"1852000","49","0","0","0","1"
"1853000","49","0","0","0","1"
"1854000","49","0","0","0","1"
"1855000","49","0","0","0","1"
"1856000","49","0","0","0","1"
"1857000","49","0","0","0","1"
"1858000","49","0","0","0","1"
"1859000","49","0","0","0","1"
"1860000","49","0","0","0","1"
"1861000","49","0","0","0","1"
"1862000","49","0","0","0","1"
"1863000","49","0","0","0","1"
"1864000","49","0","0","0","1"
"1865000","49","0","0","0","1"
"1866000","49","0","0","0","1"
"1867000","49","0","0","0","1"
"1868000","49","0","0","0","1"
"1869000","49","0","0","0","1"
"1870000","49","0","0","0","1"
"1871000","49","0","0","0","1"
"1872000","49","0","0","0","1"
"1873000","49","0","0","0","1"
"1874000","49","0","0","0","1"
"1875000","49","0","0","0","1"
"1876000","49","0","0","0","1"
"1877000","49","0","0","0","1"
"1878000","49","0","0","0","1"
"1879000","49","0","0","0","1"
"1880000","49","0","0","0","1"
"1881000","49","0","0","0","1"
"1882000","49","0","0","0","1"
"1883000","49","0","0","0","1"
"1884000","49","0","0","0","1"
"1885000","49","0","0","0","1"
"1886000","49","0","0","0","1"
"1887000","49","0","0","0","1"
"1888000","49","0","0","0","1"
"1889000","49","0","0","0","1"
"1890000","49","0","0","0","1"
"1891000","49","0","0","0","1"
"1892000","49","0","0","0","1"
"1893000","49","0","0","0","1"
"1894000","49","0","0","0","1"
"1895000","49","0","0","0","1"
"1896000","49","0","0","0","1"
"1897000","49","0","0","0","1"
"1898000","49","0","0","0","1"
"1899000","49","0","0","0","1"
"1900000","49","0","0","0","1"
